Id,Target
v_06a65kr4uy_0000,1 212.74 387.665 85.4 35.63 0;1 298.53 480.815 82.6 34.05 0;1 327.13 389.905 86.2 34.31 0;1 375.85 441.51 82.36 35.22 0;1 398.21 482.755 82.86 33.69 0;1 436.98 384.46 86.44 34.62 0;1 505.075 482.62 86.01 35.9 1.9;1 521.27 436.02 86.18 35.24 1.1;1 530.55 1025.58 77.74 35.88 0;1 535.21 386.565 78.56 33.39 1.2;1 619.19 482.425 82.8 34.71 0.5;1 639.335 385.195 84.21 33.17 2;1 646.15 433.54 83.6 34.94 0.7;1 874.895 421.625 34.33 76.63 337.95;1 1086.325 278.885 81.43 37.35 0;1 1130.81 84.04 93.78 42.32 359.5;1 1140.96 141.395 81.48 37.11 0;1 1179.485 229.62 89.31 39.44 0;1 1205.23 281.795 82.2 36.89 0;1 1311.83 277.98 80.92 37.9 0;1 1395.965 281.84 70.23 33.44 0;1 1436.735 325.96 90.73 37.12 0;1 1465.425 224.6 92.69 35.76 0;1 1492.225 267.35 88.45 36.68 0;1 1590.47 224.81 91.58 35.24 0;1 1747.53 286.56 94.34 39.64 2.8;2 1074.905 230.95 93.27 37.2 0;2 1323.185 224.93 109.75 42.4 0;2 1891.805 229.155 56.39 45.11 0;4 1277.05 326.5 84.82 37.36 0;4 1565.735 322.1 99.97 39.8 0;7 178.07 482.485 110.98 34.83 0;7 693.09 270.93 35.74 87.24 287;7 1110.215 320.135 102.23 42.39 0;7 1605.155 268.285 120.07 44.67 0;9 568.515 414.615 42.27 13.63 4.2;9 1022.865 203.08 40.41 12.3 0
v_06a65kr4uy_0024,1 46.2 474.375 92.4 34.55 0;1 233.73 387.975 85.4 35.63 0;1 297.91 483.475 82.6 34.05 0;1 329.065 390.225 84.99 34.31 0;1 397.33 484.61 82.86 33.7 0;1 425.405 442.15 82.37 35.22 0;1 435.46 385.215 86.44 34.63 0;1 504.955 483.92 86.01 35.9 1.9;1 520.76 437.75 86.18 35.24 1.1;1 531.79 1027.495 77.74 35.87 0;1 534.575 387.905 78.55 33.39 1.2;1 618.535 484.035 82.81 34.71 359.675;1 638.37 387.095 84.2 33.17 1.94;1 645.58 434.81 83.6 34.94 0.7;1 703.445 295.875 34.33 76.63 281.48;1 1084.325 278.085 81.43 37.35 0;1 1127.005 82.59 93.77 42.32 359.5;1 1139.75 140.675 81.48 37.11 0;1 1168.285 228.9 89.31 39.44 0;1 1202.745 280.595 82.21 36.89 0;1 1309.305 275.64 80.91 37.9 0;1 1394.83 280.065 70.24 33.45 0;1 1435.965 323.38 90.73 37.12 0;1 1464.14 221.39 92.7 35.76 0;1 1491.15 264.265 88.44 36.67 0;1 1586.97 224.67 91.58 37.2 0;1 1738.575 285.2 94.33 39.64 2.8;2 1006.165 236.67 93.27 37.2 355.4;2 1321.295 223.21 109.75 42.4 0;2 1726.585 228.055 112.51 43.17 0;4 1276.42 324.76 84.82 37.36 0;4 1564.485 317.75 99.97 39.8 0;7 176.27 483.9 110.98 34.84 0;7 430.995 256.52 37.07 87.24 272;7 1109.515 319.435 102.23 42.39 0;7 1604.13 267.805 119.8 44.47 0;9 587.955 416.885 38.41 12.29 2.1;9 1021.575 202.93 40.41 12.3 0
v_06a65kr4uy_0049,1 67.04 484.095 92.4 34.55 0;1 116.29 441.435 106.1 37.79 0;1 233.02 395.18 85.4 35.62 0;1 297.13 486.99 82.6 34.06 0;1 327.915 396.335 83.99 34.31 0;1 397.08 487.96 82.86 33.7 0;1 389.69 302.165 34.34 76.63 267.6;1 426.33 446.18 82.36 35.22 0;1 435.2 388.915 86.44 34.63 0;1 504.955 486.9 86.01 35.9 1.9;1 519.86 440.29 86.18 35.24 1.1;1 533.345 390.26 78.55 33.38 1.2;1 534.21 1029.375 77.74 35.87 0;1 618.23 485.23 82.8 34.72 359;1 637.075 388.515 84.21 33.17 1.565;1 644.935 436.26 83.61 34.94 0.7;1 1081.635 276.915 81.43 37.35 0;1 1093.985 227.13 89.31 39.44 0;1 1118.515 80.205 93.77 42.33 359.5;1 1137.845 139.795 81.49 37.11 0;1 1196.185 278.275 82.21 36.89 0;1 1306.43 273 80.92 37.9 0;1 1393.645 278.21 70.23 33.44 0;1 1434.305 321.66 90.73 37.12 0;1 1463.16 219.985 92.7 35.77 0;1 1489.915 262.86 88.45 36.68 0;1 1583.63 217.86 91.54 34.5 0;1 1677.43 124.33 95.62 40.94 0;1 1734.015 276.23 94.33 39.64 2.8;2 798.145 241.77 93.27 37.2 359.26;2 1319.55 222.28 109.76 42.4 0;2 1694.665 219.91 112.03 42.7 0;4 1275.765 322.95 84.83 37.36 0;4 1563.24 315.5 99.98 39.8 0;7 99.69 264.49 38.8 88.76 270.4;7 175.82 491.56 110.98 34.84 0;7 1108.785 318.705 102.23 42.39 0;7 1604.19 261.48 120.52 47.96 0;9 586.16 418.84 38.42 12.28 2.1;9 879.435 202.145 40.41 12.31 0
v_06gsqrb2sb_0000,1 1912.3 538.2 15.4 35.5 0;9 1298.65 461.04 48.7 15.22 0;9 1628.675 552.47 56.49 17.9 0
v_06gsqrb2sb_0024,9 1889.89 466.47 48.7 15.22 0
v_06gsqrb2sb_0049,none
v_06xnbcrtte_0000,1 12.26 490.045 24.42 31.89 359.2;1 637.965 488.115 86.83 30.35 359.7;1 781.415 542.41 76.61 31 1.22;1 901.625 465.52 31.01 82.38 38.26;1 956.215 363.62 28.67 67.72 4.52;1 968.275 217.58 30.35 81.6 2.22;1 980.87 34.49 30.7 68.98 6.7;1 1015.48 196.685 31.36 86.51 0;1 1041.645 552.725 31.13 80.25 359;1 1057.795 1033.945 33.07 77.67 28.72;1 1144.97 534.295 81.46 33.31 356.6;1 1225.54 479.06 83.2 30.6 358.2;7 637.79 564.01 91.34 36.38 358.7
v_06xnbcrtte_0024,1 11.41 490.055 22.72 31.89 359.2;1 490.06 537.67 76.6 31 0;1 638.645 488.19 86.83 30.34 359.7;1 760.31 532.02 31 82.38 76.2;1 893.81 482.07 28.68 66.04 46.2;1 957.9 346.61 30.34 76.5 10;1 970.01 169.09 30.7 77.48 3;1 1011.535 279.525 31.35 85.45 1.6;1 1024.145 80.76 31.13 89.5 356.6;1 1051.07 539.885 81.46 33.31 356.6;1 1044.12 753.425 31.14 80.25 359;1 1226.085 479.1 83.21 30.6 358.2;7 361.89 563.775 91.34 36.39 358.7
v_06xnbcrtte_0049,1 10.525 490.065 20.95 31.89 359.2;1 208.08 542.94 77.56 31 0;1 509.95 552.07 31 82.38 88;1 639.355 488.27 86.83 30.34 359.7;1 701.59 542.25 28.68 66.04 84.4;1 852.2 554.915 77.38 33.31 356.6;1 885.55 463.79 30.34 76.5 51.3;1 966.4 256.525 30.7 77.47 3;1 983.375 91.72 32.87 87.2 3.5;1 986.175 407.495 31.35 85.45 19.2;1 1025.915 231.64 31.13 89.5 358.2;1 1055.76 945.95 31.14 80.26 354.3;1 1226.65 479.14 83.2 30.6 358.2;7 46.285 563.775 91.33 36.39 358.7
v_08j4szqboz_0000,1 637.775 1061.5 73.63 36.42 5;1 909.035 886.425 35.85 86.45 0;1 909.535 1000 32.91 81.16 0;1 953.52 987.325 30.38 82.41 0;1 964.215 873.235 33.57 75.39 0
v_08j4szqboz_0024,1 637.72 1061.77 73.62 36.42 5;1 909.11 886.5 35.84 86.44 0;1 909.615 999.98 32.91 81.16 0;1 953.685 987.325 30.39 82.41 0;1 964.305 873.1 33.57 75.38 0
v_08j4szqboz_0049,1 637.665 1061.925 73.63 36.15 5;1 909.2 886.53 35.84 86.44 0.0488;1 909.645 999.98 32.91 81.16 0;1 953.855 987.325 30.39 82.41 0;1 964.395 872.955 33.57 75.39 0
v_09gpsv2mc8_0000,1 22.75 472.45 45.5 35.3 0;1 26.755 366.835 53.49 28.65 0;1 11.86 305.86 23.08 32.8 0;1 60.27 999.21 74.5 32.18 0;1 167.14 210.745 74.8 34.97 357.4;1 185.845 461.42 63.81 28.1 0;1 342.01 467.69 77.76 30 0;1 347.02 370.67 76.74 31.36 0;1 517.14 409.18 92.74 36.3 0;1 527.915 464.61 81.33 31.6 0;1 740.42 1035.475 79.94 27.11 22.25;1 762.61 464.67 82.28 31.9 8.9333;1 829.28 253.95 73.3 30.3 0;1 836.96 1046.13 67.84 29.8 88.3;1 850.89 366.46 79.08 32 0;1 852.83 783.21 76.5 28.9 86.8;1 955.79 295.17 97.42 36.82 0;1 924.6 1014.69 30.4 76.6 0;1 924.07 921.99 28.7 73.3 0;1 967.255 863.145 31.07 70.19 0;1 1028.49 201.305 97.78 34.79 0;1 1073.22 245.53 79.2 31.6 356;1 1108.985 363.365 84.63 34.59 0;1 1164.45 413.13 97.48 30.9 0;1 1216.01 284.5 73.88 28.92 0;1 1352.86 406.36 74.1 30 0;1 1392.06 197.74 77.6 29 359.2;1 1399.73 291.38 74.2 31 0;1 1530.68 242.335 89.48 32.63 0;1 1565.49 448.055 84.9 30.47 0.9;1 1863.965 395.15 82.19 31.5 0;2 566.24 199.76 103.84 31.4 359.8;2 1667.095 392.745 103.93 31.71 4.3;7 94.215 416.7 188.37 49.2 0;7 399.845 250.635 171.15 48.57 0;7 801.4 413.09 115.34 32.8 0;9 217.62 376.4 32.56 10.7 0;9 350.99 196.26 38.5 11.5 357.1;9 667.96 466.98 39.6 12.7 0;9 844.29 578.94 40 8.2 68.6
v_09gpsv2mc8_0024,1 132.545 367.935 81.77 34.85 0;1 176.26 472.73 112.2 35.3 0;1 354.805 463.41 63.81 28.1 0;1 372.91 998.97 74.5 32.18 0;1 394.5 261.36 73.3 30.3 0;1 404.49 363.73 75.06 28.66 0;1 501.76 467.7 77.76 30 0;1 624.185 295.74 97.43 36.82 0;1 638.54 252.25 79.2 31.6 1.1;1 673.73 460.62 81.34 31.6 0;1 706.54 208.105 97.78 34.79 0;1 762.17 365.83 76.74 31.36 0;1 766.51 1055.185 72.78 27.11 31.9;1 784.245 411.85 92.73 36.3 0;1 849.765 529.04 82.29 31.9 52.7;1 875.01 289.93 73.88 28.92 0;1 846.085 1069.93 12.85 20.14 89.5;1 924.6 1013.98 30.4 76.6 0;1 924.43 923.085 28.7 73.29 0;1 967.325 863.595 31.07 70.19 0;1 1065.635 295.25 74.19 31 0;1 1104.38 203.09 77.6 29 359.2;1 1191.38 247.115 89.48 32.63 0;1 1316.02 365.8 79.08 32 0;1 1539.825 412.2 97.49 30.9 0;1 1600.985 350.715 84.63 34.59 0;1 1744.63 399.32 74.1 30 0;1 1877.05 443.59 84.9 30.46 0.9;2 200.54 205.15 103.84 31.4 359.8;7 45.95 253.165 91.9 48.57 0;7 254.115 414.55 378.67 49.2 0;7 1070.32 412.92 115.34 32.8 0;9 568.59 396.14 32.56 10.7 5.2;9 803.9 542.83 39.6 12.7 49.15;9 855.99 799.23 40 8.2 88.7
v_09gpsv2mc8_0049,1 119.29 467.655 96 32.53 0;1 117.65 426.68 73.56 28.3 0;1 145.7 258.14 79.2 31.6 1.1;1 238.395 369.7 84.49 33.2 0;1 273.24 299.585 97.42 36.81 0;1 317.325 999.64 76.27 34.6 0;1 338.8 471.95 112.2 35.3 0;1 335.45 216.14 97.78 34.78 0;1 499.78 290.985 73.88 28.93 0;1 511.635 462.81 63.81 28.1 0;1 564.495 365.715 81.77 34.85 0;1 587.13 1008.29 74.5 32.18 1.6714;1 663.84 467.62 77.76 30 0;1 689.18 299.82 74.2 31 0;1 820.79 252.105 89.48 32.63 0;1 840.085 680.07 82.29 31.9 97.4;1 873.69 462.94 81.34 31.6 0;1 872.21 367.445 75.06 28.65 0;1 885.47 182.3 77.6 29 14;1 924.6 1013.24 30.4 76.6 0;1 924.8 924.22 28.7 73.3 0;1 967.405 864.065 31.07 70.19 0;1 1097.805 415.32 92.73 36.3 0;1 1209.91 366.04 76.74 31.36 0;1 1858.11 358.22 78.76 32 0;1 1912.2 404.57 15.6 30.9 0;7 525.695 413.45 378.67 49.2 0;7 1383.705 405.42 115.35 32.8 0;9 790.99 442.35 32.56 10.7 12.6375;9 835.59 860.625 39.6 12.71 88.1
v_0cet0jvgh0_0000,1 53.045 562.465 87.79 30.55 2.7;1 249.07 564.03 28.66 78.66 92.5;1 558.575 517.155 35.61 88.63 89.4;1 754.47 517.95 38.2 86 87.5571;1 775.68 571.83 29.7 86.74 74.1714;1 897.74 562.575 71.92 28.65 354.5;1 952.125 1028.8 32.41 79.24 5.3;1 972.545 107.12 31.29 83.62 0;1 1219.835 545.315 83.87 34.41 0
v_0cet0jvgh0_0024,1 16.615 559.985 28.65 34.13 91.6;1 558.915 516.54 35.61 88.62 89.4;1 570.65 578.19 29.7 86.74 88.7;1 729.55 575.78 71.92 28.66 358.1929;1 745.32 517.99 38.2 86 84.7262;1 950.195 1064.075 32.41 31.85 0.6;1 972.145 42.95 35.93 85.9 0;1 969.865 249.08 31.29 83.62 0;1 1045.795 552.845 83.87 34.41 355.2857
v_0cet0jvgh0_0049,1 321.37 573.36 29.7 86.74 88.7;1 509.07 576.315 71.92 28.65 359.2;1 559.225 515.665 35.61 88.63 89.4;1 744.62 516.93 38.2 86 84.7672;1 792.235 572.705 83.87 34.41 354;1 964.915 179.86 35.93 92.8 0;1 967.895 343.805 31.29 83.61 0
v_0csnwwbxbf_0000,1 327.515 519.505 98.57 37.35 2.2;1 555.215 491.07 101.41 41.06 0;1 926.44 494.38 40.56 90.96 0;1 925.54 248.1 35.3 89.22 359;1 927.95 716.13 37.1 90.06 0;1 969.71 40.03 77.34 37 272.73;1 987.15 669.545 36.46 93.09 0;1 996.665 916.93 38.15 95.32 0;1 1039.98 542.955 39.4 91.47 34.23;1 1143.81 540.105 89.2 35.39 359.7;1 1237.29 492.135 84.64 37.65 2;1 1261.345 563.38 87.81 37.8 0.9;1 1357.405 498.575 91.07 38.09 357.9;1 1365.535 447.22 95.15 41.46 358.1;1 1370.665 545.915 40.25 87.67 90.9;1 1460.72 495.32 91.68 38.98 358.5;1 1566.34 486.985 103.8 42.33 359.8;1 1623.925 531.06 89.95 37.18 356.3;1 1725.955 491.8 90.19 40 0;1 1832.555 490.63 94.45 37.2 359.5;1 1855.205 560.66 39.07 96.1 86.9;4 927.72 959.93 41.1 119 0;4 1503.045 545.22 97.95 36.12 359;7 731.73 492.865 108.96 38.89 0;9 964.38 736.085 14.5 47.59 359.3
v_0csnwwbxbf_0024,1 120.1 499.255 105.5 41.99 0;1 544.48 534.725 94.72 37.35 3.6;1 621.225 490.9 101.41 41.06 0;1 918.905 1025.85 40.61 96.2 0;1 924.86 493.02 37.1 92.88 0;1 939.255 235.51 39.75 91.58 3.3;1 987.31 506.475 36.46 93.09 0;1 990.755 1002.65 37.91 98.3 0;1 994.775 753.785 38.15 92.11 0;1 1090.61 504.65 39.4 91.46 56.4;1 1145.29 540.61 88.52 35.38 359.7;1 1238.44 492.66 84.64 37.66 2;1 1260.945 564.13 87.81 37.8 0.9;1 1356.83 500.005 91.08 38.09 357.9;1 1365.035 448.26 95.15 41.46 358.1;1 1369.615 546.775 40.25 87.67 90.9;1 1460.25 495.86 91.68 38.98 358.5;1 1565.55 486.695 103.8 42.33 359.8;1 1622.68 531.725 89.96 37.17 356.3;1 1725.055 493.17 90.19 40 0;1 1830.765 491.49 94.45 37.2 359.5;1 1854.165 561.745 39.07 96.11 86.9;4 925.78 834.34 41.1 119 0;4 1502.295 546.05 97.95 36.12 359;7 805.87 493.735 106.72 39.35 0;9 953.81 560.305 14.5 47.59 359.3
v_0csnwwbxbf_0049,1 427.44 498.335 105.5 41.99 0;1 662.13 492.45 101.4 41.06 0;1 665.245 542.095 94.73 37.35 1.89;1 920.545 899.19 40.61 96.2 0;1 925.91 246.12 37.1 92.88 0;1 987.36 871.855 37.52 95.89 0;1 991.16 218.685 36.46 93.29 0;1 995.53 530.57 38.14 91.76 0;1 1144.95 540.125 88.52 35.39 359.7;1 1133 493.96 36.84 87.82 75.8;1 1237.92 492.315 84.64 37.65 2;1 1260.575 564.1 87.81 37.8 0.9;1 1356.24 499.525 91.08 38.09 357.9;1 1364.425 448.63 95.15 41.46 358.1;1 1369.325 546.275 40.25 87.67 90.9;1 1459.97 495.84 91.68 38.98 358.5;1 1564.95 485.5 103.8 42.34 359.8;1 1621.175 531.26 89.95 37.18 356.3;1 1723.855 493.1 90.19 40 0;1 1829.27 491.08 94.44 37.2 359.5;1 1852.875 561.66 39.07 96.1 86.9;4 926.51 654.2 41.1 111.48 0;4 1501.415 545.95 97.95 36.12 359;7 822.175 492.83 106.47 39.4 0;9 918.225 998.2 15.85 52.4 0;9 960.77 309.13 14.5 45.3 0.88
v_0cx8pn55k6_0000,1 561.535 577.96 80.95 31.4 358.2875;1 554.985 516.17 35.61 88.62 89.4;1 955.61 545.22 32.64 79.54 0;1 955.53 404.515 31.7 85.33 0;1 961.98 213.51 29.4 83.56 0;1 971.89 24.4 31.4 48.8 0;1 1008.58 228.465 31.6 83.15 0;1 1014.06 429.84 29 73.1 357.64;1 1169.785 508.92 86.51 31.2 1.5;1 1364.05 522.07 91.64 34.02 0;9 1790.89 529.01 42.98 14.12 0
v_0cx8pn55k6_0024,1 104.025 571.095 83.37 31.41 359.6;1 555.115 516.31 35.61 88.62 89.4;1 955.65 730.145 32.64 79.53 0;1 955.98 550.775 31.7 85.33 0;1 959.92 308.36 29.4 83.56 0;1 965.22 165.93 31.4 86.7 0;1 1008.105 338.36 31.59 83.14 0;1 1010.97 680.71 29 71.1 359.2;1 1169.735 507.725 86.51 31.19 1.5;1 1316.935 519.675 90.11 34.01 0;1 1900.05 535.225 39.9 30.89 0;9 1409.76 553.085 42.98 14.11 0
v_0cx8pn55k6_0049,1 555.25 516.455 35.6 88.63 89.4;1 961.01 271.32 31.4 86.7 0;1 961.31 479.41 29.4 75.2 0;1 963.37 734.165 31.7 85.33 355.1;1 965.08 974.345 32.64 79.53 0;1 967.71 127.715 32.8 88.59 0;1 1011.34 528.285 31.6 83.15 0;1 1015.23 1038.795 29 71.11 359.2;1 1169.68 506.485 86.52 31.19 1.5;1 1307.855 518.255 90.11 34.01 0;1 1573.935 529.11 91.33 30.9 0;9 1252.79 558.8 40.36 14.12 0
v_0gazlo3h1g_0000,1 233.445 490.27 91.73 35.16 0;1 374.865 493.25 94.45 39.56 0;1 394.45 548.45 91.96 36.6 0;1 492.275 485.43 98.81 37.76 359.7;1 517.34 544.035 85.1 34.37 0;1 611.14 484.035 94.94 38.03 0;1 609.99 539.74 88.6 36.82 359.6;1 714.725 541.78 107.71 37.48 359.3;1 723.2 487.775 83.42 39.41 0;1 829.22 470.49 87.62 35.58 347.0333;1 855.17 551.09 92.34 39.38 0;1 917.16 18.055 40.66 36.11 0;1 919.39 227.895 37.72 87.25 0;1 921.32 447.42 35.98 90 0;1 927.81 909.57 36.42 91.08 0;1 934.86 659.695 38.08 87.85 0;1 972.715 145.73 37.15 89.08 0;1 984.515 822.685 39.03 100.43 0;1 992.1 969.115 36.66 93.57 0;1 1034.295 589.77 37.97 91.3 28.72;1 1369.685 494.89 86.93 38.06 358.8;1 1488.1 486.645 42.36 91.15 86.9;1 1616.68 487.36 36.56 93.4 89.1;1 1741.395 478.475 96.79 39.93 359.8;1 1887.93 486.04 44.44 87.74 88.7;4 234.67 548.5 143.04 41.46 0.6;9 264.3 517.81 44.28 11.06 0
v_0gazlo3h1g_0024,1 239.94 489.1 91.74 35.16 0;1 374.105 491.735 94.45 39.57 0;1 394.64 547.7 91.96 36.6 0;1 490.74 485.43 98.8 37.76 359.7;1 516.245 543.38 85.09 34.36 0;1 608.335 539.74 88.59 36.82 359.6;1 612.32 484.035 94.94 38.03 0;1 718.51 541.5 107.72 37.48 359.3;1 728.31 487.4 83.42 39.42 0;1 835.94 466.83 87.62 35.58 345.0333;1 875.94 549.86 92.34 39.38 0;1 911.975 137.09 35.97 90 0;1 921.83 947.29 39 96.7 0;1 929.35 397.13 37 85.36 0;1 932.415 730.62 38.59 90.28 0;1 981.115 622.45 39.03 98 0;1 985.265 1041.52 36.21 76.96 0;1 988.33 825.305 36.66 93.57 0;1 1145.975 530.2 37.97 91.3 79.9;1 1370.31 494.96 86.94 38.06 358.8;1 1488.35 486.39 42.36 91.14 86.9;1 1616.77 487.37 36.56 93.4 89.1;1 1742.305 478.575 96.79 39.93 359.8;1 1888.04 486.11 44.44 87.74 88.7;4 252.07 547.585 143.04 41.45 0.6;9 380.61 519.61 44.28 11.06 0
v_0gazlo3h1g_0049,1 67.74 495.86 108.94 37.4 0;1 234.05 487.3 91.74 35.16 0;1 370.6 490.66 94.46 39.56 0;1 389.25 545.81 91.96 36.6 0;1 486.25 483.425 98.8 37.75 359.7;1 513.41 542.355 85.1 34.37 0;1 614.79 536.45 88.6 36.82 359.6;1 628.15 480.72 94.94 38.04 0;1 741.245 540.18 107.71 37.48 359.3;1 751.695 484.4 84.67 39.42 358.95;1 875.82 433.21 87.62 35.58 319.98;1 920.43 547.09 92.34 39.38 358.5;1 919.53 845.42 39 96.7 0;1 919.67 1010.54 39.2 111.52 0;1 921.555 39.22 37.01 78.44 0;1 933.005 652.065 38.59 90.29 0;1 976.845 356.91 39.03 98 0;1 984.395 914.45 35.75 91.64 0;1 986.63 670.24 36.66 87.56 0;1 1301.175 543.59 34.19 89.04 95.62;1 1370.965 495.03 86.93 38.06 358.8;1 1488.62 486.17 42.36 91.14 86.9208;1 1616.86 487.38 36.56 93.4 89.1;1 1743.175 478.665 96.79 39.93 359.8;1 1888.16 486.18 44.44 87.74 88.7;4 254.82 544.94 140.54 41.46 0.6;9 456.305 555.56 44.27 11.06 58.55
v_0getcmo42g_0000,1 1408.66 479.01 98.9 35.12 0;1 1720.04 433.29 87.36 40.74 0.7;9 1721.53 495.88 47.48 20.32 0
v_0getcmo42g_0024,1 1870.63 510.06 98.74 35.12 2.5
v_0getcmo42g_0049,none
v_0gq5nphux2_0000,1 1128.37 500.745 91.88 37.87 359
v_0gq5nphux2_0024,1 923.035 500.715 88.05 37.87 359
v_0gq5nphux2_0049,1 580.41 508.705 88.06 37.87 359;7 1017.4 1026.49 38.86 104.22 0
v_0jyl3xgw4x_0000,1 553.37 514.295 35.6 88.63 89.4;1 823.64 570.055 83.7 30.31 358.9;1 957.59 202.285 31.7 87.99 0;1 963.51 315.455 32.64 84.51 0;1 999.77 1008.34 93.96 35.16 269.5;1 969.38 37.865 29.4 73.13 0;1 1008.54 79 29 74.44 3.6;1 1155.745 564.38 84.03 31.4 353.4;1 1170.13 507.855 86.52 31.19 1.5;1 1734.76 524.715 97.6 34.01 0
